UserId,ContinentId,RegionId,CountryId,CityId
130,5,16,61,121.0
131,5,15,59,116.0
132,1,1,2,3.0
133,5,13,53,103.0
134,2,7,31,62.0
135,2,6,26,51.0
136,2,7,30,59.0
137,5,15,59,118.0
138,4,12,49,96.0
139,5,15,57,113.0
140,2,7,31,62.0
141,2,6,26,52.0
142,1,1,5,12.0
143,2,5,20,39.0
144,6,18,65,130.0
145,6,18,65,131.0
146,5,15,57,113.0
147,5,13,53,101.0
148,5,15,57,113.0
149,3,10,41,81.0
150,5,15,57,113.0
151,1,1,1,2.0
152,6,18,65,130.0
153,2,6,27,54.0
154,3,11,44,87.0
155,6,17,64,129.0
156,6,17,63,126.0
157,6,18,65,130.0
158,2,6,26,53.0
159,2,8,35,68.0
160,5,16,61,123.0
161,1,4,19,38.0
162,1,2,11,24.0
163,2,8,35,69.0
164,5,15,59,116.0
165,5,13,50,98.0
166,4,12,49,97.0
167,5,16,62,124.0
168,3,9,36,70.0
169,4,12,46,93.0
170,1,1,2,3.0
171,4,12,45,90.0
172,4,12,49,96.0
173,2,6,26,52.0
174,6,17,64,128.0
175,2,5,20,39.0
176,3,10,41,82.0
177,5,14,54,104.0
178,6,17,64,129.0
179,1,1,5,11.0
180,2,5,21,42.0
181,5,13,51,99.0
182,1,1,3,7.0
183,4,12,45,90.0
184,5,15,57,112.0
185,2,7,31,60.0
186,5,15,57,113.0
187,1,1,1,2.0
188,6,17,64,129.0
189,2,6,25,48.0
190,1,4,19,37.0
191,1,1,4,9.0
192,5,13,51,99.0
193,2,6,25,48.0
194,6,18,65,131.0
195,2,6,27,54.0
196,5,16,60,120.0
197,5,15,59,116.0
198,3,10,39,75.0
199,5,15,57,113.0
200,5,14,54,104.0
201,3,11,42,84.0
202,5,15,57,112.0
203,5,13,51,99.0
204,4,12,46,93.0
205,6,17,64,128.0
206,5,14,56,110.0
207,3,10,41,82.0
208,2,6,27,54.0
209,2,8,35,68.0
210,1,4,16,33.0
211,1,2,10,21.0
212,2,6,25,48.0
213,6,17,64,128.0
214,6,17,64,128.0
215,1,4,16,33.0
216,5,15,58,115.0
217,5,16,60,119.0
218,1,2,10,22.0
219,1,4,19,38.0
220,5,14,55,109.0
221,2,6,26,51.0
222,1,1,4,8.0
223,1,3,13,27.0
224,1,3,13,27.0
225,1,2,10,21.0
226,1,3,15,30.0
227,4,12,49,97.0
228,1,3,14,28.0
229,5,14,56,111.0
230,2,7,31,61.0
231,2,6,25,48.0
232,1,1,2,4.0
233,1,4,17,35.0
234,2,6,25,49.0
235,1,2,8,17.0
236,2,6,24,46.0
237,5,15,59,117.0
238,1,1,3,6.0
239,5,13,51,99.0
240,5,16,62,124.0
241,1,4,19,37.0
242,1,2,11,24.0
243,4,12,46,93.0
244,2,6,24,46.0
245,4,12,48,95.0
246,5,13,51,99.0
247,5,15,59,116.0
248,2,8,34,67.0
249,6,17,64,128.0
250,1,2,8,18.0
251,1,3,12,25.0
252,2,6,27,54.0
253,2,7,29,58.0
254,2,8,34,67.0
255,5,14,54,104.0
256,1,2,11,24.0
257,5,15,57,114.0
258,1,3,15,32.0
259,3,11,43,86.0
260,6,17,64,127.0
261,6,18,65,130.0
262,1,2,8,17.0
263,5,14,54,104.0
264,2,5,21,43.0
265,2,5,20,39.0
266,1,3,12,26.0
267,5,13,51,99.0
268,2,6,25,50.0
269,1,1,6,13.0
270,2,7,31,60.0
271,2,7,29,57.0
272,1,4,18,36.0
273,1,2,9,20.0
274,2,8,33,65.0
275,1,1,4,8.0
276,5,15,58,115.0
277,4,12,46,92.0
278,5,13,50,98.0
279,2,8,33,66.0
280,1,3,15,32.0
281,3,11,43,86.0
282,2,6,26,51.0
283,2,8,32,63.0
284,6,17,63,125.0
285,2,7,29,58.0
286,2,7,29,58.0
287,3,11,43,86.0
288,2,6,25,49.0
289,3,9,36,70.0
290,1,2,7,15.0
291,2,6,27,54.0
292,5,13,53,101.0
293,1,1,4,8.0
294,2,6,26,53.0
295,2,7,31,60.0
296,5,14,55,108.0
297,1,1,2,5.0
298,5,13,53,103.0
299,1,1,3,6.0
300,5,14,55,109.0
301,5,15,59,116.0
302,4,12,47,94.0
303,2,6,24,47.0
304,5,13,51,99.0
305,2,7,28,55.0
306,2,6,26,52.0
307,1,1,6,13.0
308,5,15,57,114.0
309,5,16,62,124.0
310,5,14,54,106.0
311,5,16,60,120.0
312,2,8,32,63.0
313,1,2,9,19.0
314,4,12,46,92.0
315,2,7,29,58.0
316,4,12,45,90.0
317,5,15,59,117.0
318,2,7,31,62.0
319,1,2,11,23.0
320,6,17,64,127.0
321,6,17,64,129.0
322,2,7,29,58.0
323,5,16,61,122.0
324,1,1,1,1.0
325,1,4,17,34.0
326,4,12,49,96.0
327,6,17,63,126.0
328,5,15,59,118.0
329,2,6,25,48.0
330,4,12,45,
331,5,15,59,117.0
332,6,17,64,129.0
333,1,2,8,16.0
334,2,8,35,69.0
335,1,2,10,22.0
336,4,12,46,93.0
337,3,10,39,76.0
338,3,11,43,86.0
339,1,3,14,29.0
340,2,8,35,69.0
341,2,6,24,47.0
342,4,12,47,94.0
343,3,11,43,85.0
344,2,5,20,39.0
345,5,13,52,100.0
346,1,4,16,33.0
347,5,13,53,101.0
348,1,2,11,23.0
349,1,1,5,10.0
350,2,8,35,69.0
351,5,13,52,100.0
352,1,4,17,34.0
353,4,12,49,96.0
354,1,1,1,1.0
355,2,8,35,69.0
356,1,1,2,4.0
357,1,2,8,16.0
358,1,2,11,24.0
359,3,10,41,80.0
360,1,1,1,2.0
361,6,17,64,128.0
362,3,11,42,84.0
363,5,16,62,124.0
364,1,4,16,33.0
365,5,13,53,101.0
366,1,1,5,12.0
367,2,8,34,67.0
368,2,8,33,65.0
369,3,9,38,74.0
370,2,5,21,43.0
371,2,5,22,44.0
372,1,3,14,29.0
373,1,1,5,12.0
374,4,12,48,95.0
375,2,6,24,46.0
376,6,18,65,130.0
377,1,4,17,35.0
378,3,10,41,81.0
379,4,12,45,90.0
380,1,1,4,8.0
381,4,12,46,93.0
382,4,12,45,90.0
383,5,15,58,115.0
384,5,14,54,105.0
385,2,7,29,58.0
386,5,15,57,114.0
387,3,10,39,75.0
388,5,16,60,120.0
389,1,2,10,21.0
390,5,13,53,101.0
391,5,13,51,99.0
392,1,4,18,36.0
393,4,12,49,96.0
394,1,4,19,37.0
395,1,1,5,12.0
396,5,15,57,113.0
397,1,1,6,13.0
398,1,2,11,23.0
399,5,13,51,99.0
400,5,14,54,105.0
401,1,3,15,30.0
402,1,2,8,17.0
403,5,15,57,113.0
404,2,7,31,62.0
405,3,11,42,84.0
406,5,15,57,112.0
407,3,11,43,86.0
408,1,2,9,19.0
409,5,13,52,100.0
410,3,10,39,76.0
411,1,1,4,9.0
412,1,3,14,28.0
413,6,17,64,128.0
414,2,6,26,52.0
415,3,11,42,83.0
416,5,14,56,111.0
417,5,15,59,117.0
418,2,8,35,69.0
419,5,13,51,99.0
420,1,3,12,25.0
421,5,16,61,123.0
422,2,6,26,53.0
423,2,7,29,57.0
424,2,5,20,39.0
425,5,14,55,109.0
426,2,5,21,42.0
427,5,16,61,122.0
428,6,18,66,133.0
429,3,10,39,75.0
430,3,10,39,76.0
431,1,1,4,9.0
432,3,9,38,74.0
433,1,1,3,7.0
434,1,3,13,27.0
435,5,16,61,122.0
436,1,1,2,5.0
437,1,3,14,29.0
438,3,11,42,83.0
439,5,14,55,109.0
440,2,8,33,65.0
441,3,11,43,86.0
442,3,9,36,71.0
443,2,5,23,45.0
444,6,18,66,132.0
445,1,4,18,36.0
446,3,9,36,70.0
447,1,2,9,19.0
448,5,14,55,108.0
449,4,12,46,91.0
450,4,12,45,90.0
451,1,2,9,19.0
452,2,5,20,39.0
453,6,17,63,126.0
454,6,17,63,126.0
455,2,7,29,58.0
456,2,7,31,61.0
457,6,17,64,127.0
458,5,14,54,105.0
459,1,1,1,1.0
460,6,18,65,131.0
461,4,12,46,92.0
462,5,15,57,113.0
463,2,7,29,56.0
464,5,15,59,117.0
465,2,7,29,58.0
466,2,5,22,44.0
467,2,7,31,61.0
468,2,6,24,47.0
469,3,10,41,80.0
470,5,15,59,118.0
471,1,2,9,20.0
472,2,6,24,
473,2,6,25,49.0
474,1,1,6,14.0
475,1,1,1,1.0
476,5,15,59,117.0
477,2,6,27,54.0
478,5,15,59,118.0
479,1,1,2,3.0
480,1,1,5,12.0
481,3,9,38,74.0
482,1,2,8,16.0
483,5,13,53,102.0
484,5,15,59,117.0
485,1,1,4,8.0
486,5,16,61,122.0
487,4,12,46,92.0
488,4,12,45,90.0
489,2,7,31,60.0
490,1,3,14,28.0
491,5,13,53,101.0
492,2,5,21,41.0
493,2,6,24,46.0
494,1,4,17,35.0
495,3,10,41,82.0
496,5,15,58,115.0
497,2,6,24,47.0
498,1,1,5,10.0
499,2,7,29,56.0
500,1,3,15,30.0
501,5,14,55,109.0
502,1,1,2,5.0
503,5,16,60,119.0
504,1,4,16,33.0
505,5,15,59,118.0
506,2,8,33,65.0
507,1,1,5,11.0
508,3,11,43,85.0
509,1,3,12,26.0
510,2,8,32,63.0
511,3,11,43,86.0
512,2,7,30,59.0
513,1,3,13,27.0
514,5,13,50,98.0
515,5,14,54,105.0
516,5,13,51,99.0
517,6,17,64,129.0
518,2,7,28,55.0
519,1,1,3,6.0
520,4,12,48,95.0
521,6,18,66,133.0
522,5,13,53,102.0
523,1,1,2,3.0
524,1,2,11,23.0
525,2,6,26,53.0
526,3,11,42,83.0
527,3,11,43,85.0
528,3,10,40,78.0
529,5,14,56,110.0
530,1,1,1,1.0
531,2,6,26,51.0
532,1,1,2,4.0
533,5,15,57,113.0
534,1,3,15,32.0
535,1,4,17,34.0
536,4,12,46,92.0
537,4,12,48,95.0
538,3,9,37,72.0
539,2,5,20,39.0
540,5,15,59,118.0
541,1,1,2,3.0
542,5,16,61,123.0
543,2,6,25,50.0
544,1,1,5,12.0
545,2,6,27,54.0
546,6,18,66,133.0
547,2,7,29,57.0
548,5,15,57,112.0
549,2,6,24,47.0
550,3,11,43,85.0
551,2,8,33,66.0
552,3,10,39,75.0
553,5,13,53,103.0
554,1,4,19,38.0
555,2,6,25,50.0
556,5,13,50,98.0
557,3,10,41,82.0
558,1,3,15,30.0
559,3,10,40,79.0
560,4,12,46,91.0
561,2,6,26,52.0
562,3,10,40,79.0
563,1,3,15,30.0
564,5,14,54,106.0
565,2,6,26,51.0
566,3,10,41,81.0
567,6,18,66,133.0
568,1,3,14,29.0
569,6,18,66,132.0
570,3,9,38,74.0
571,1,2,8,17.0
572,3,11,42,84.0
573,2,8,35,69.0
574,1,4,17,34.0
575,1,1,3,6.0
576,2,6,26,53.0
577,6,17,63,126.0
578,2,5,21,43.0
579,5,15,58,115.0
580,5,14,56,111.0
581,3,10,41,80.0
582,4,12,48,95.0
583,5,15,59,118.0
584,1,1,4,8.0
585,6,18,66,132.0
586,5,14,54,104.0
587,6,18,66,132.0
588,1,3,12,25.0
589,4,12,49,96.0
590,4,12,46,93.0
591,2,7,31,61.0
592,5,16,61,122.0
593,2,6,26,51.0
594,1,2,10,21.0
595,1,1,2,5.0
596,4,12,46,92.0
597,2,7,31,61.0
598,1,2,10,22.0
599,3,9,36,70.0
600,1,1,1,1.0
601,6,18,66,133.0
602,1,1,5,12.0
603,4,12,45,90.0
604,2,6,24,46.0
605,1,4,17,34.0
606,3,10,40,78.0
607,2,5,23,45.0
608,3,9,38,73.0
609,1,3,12,26.0
610,2,6,24,47.0
611,5,16,61,121.0
612,2,7,29,56.0
613,4,12,47,94.0
614,5,14,55,107.0
615,2,8,32,63.0
616,2,6,25,48.0
617,2,7,31,61.0
618,3,10,41,81.0
619,1,3,12,26.0
620,1,4,18,36.0
621,1,1,1,1.0
622,1,1,4,8.0
623,5,15,57,113.0
624,5,13,51,99.0
625,2,6,24,47.0
626,6,17,64,127.0
627,2,7,29,56.0
628,1,1,6,14.0
629,1,3,14,28.0
630,3,10,40,78.0
631,6,18,65,130.0
632,5,14,55,109.0
633,1,1,6,14.0
634,2,7,29,56.0
635,5,15,58,115.0
636,1,1,3,7.0
637,1,1,2,3.0
638,5,14,56,111.0
639,5,14,55,107.0
640,1,2,8,18.0
641,1,4,19,38.0
642,5,15,58,115.0
643,1,2,7,15.0
644,5,16,60,119.0
645,1,3,14,28.0
646,2,5,20,39.0
647,1,2,8,17.0
648,3,11,43,86.0
649,6,17,63,126.0
650,2,5,22,44.0
651,1,3,12,25.0
652,1,1,6,13.0
653,1,3,12,25.0
654,2,8,35,68.0
655,2,8,34,67.0
656,5,14,55,109.0
657,5,14,56,111.0
658,5,14,56,111.0
659,1,4,17,34.0
660,5,14,56,111.0
661,1,1,4,8.0
662,5,15,57,113.0
663,3,11,42,83.0
664,2,5,21,42.0
665,5,13,53,101.0
666,1,1,3,6.0
667,1,3,12,26.0
668,2,8,33,64.0
669,2,7,30,59.0
670,5,14,55,109.0
671,5,16,61,121.0
672,1,4,16,33.0
673,1,2,10,21.0
674,3,9,36,70.0
675,5,15,57,112.0
676,1,1,2,4.0
677,4,12,47,94.0
678,3,10,39,75.0
679,2,7,31,62.0
680,4,12,47,94.0
681,4,12,48,95.0
682,2,7,28,55.0
683,6,18,65,131.0
684,1,3,15,31.0
685,2,5,20,40.0
686,1,4,18,36.0
687,1,1,3,6.0
688,2,8,33,66.0
689,3,10,39,75.0
690,1,1,2,4.0
691,3,10,40,79.0
692,5,15,59,118.0
693,5,15,57,113.0
694,4,12,47,94.0
695,2,7,31,62.0
696,3,10,40,79.0
697,1,3,12,26.0
698,2,5,22,44.0
699,6,18,66,133.0
700,3,9,36,70.0
701,5,15,59,118.0
702,2,8,35,68.0
703,1,2,9,19.0
704,1,2,9,20.0
705,5,15,57,113.0
706,2,6,24,47.0
707,1,1,1,1.0
708,4,12,45,90.0
709,2,8,33,64.0
710,1,4,19,38.0
711,1,4,19,37.0
712,6,17,63,126.0
713,5,13,52,100.0
714,3,10,40,77.0
715,1,1,2,3.0
716,1,1,5,10.0
717,1,1,2,5.0
718,6,18,65,130.0
719,1,1,6,13.0
720,6,18,65,130.0
721,3,11,42,84.0
722,2,8,33,65.0
723,2,8,32,63.0
724,5,13,53,101.0
725,3,9,38,73.0
726,1,2,8,17.0
727,1,1,4,9.0
728,1,4,19,38.0
729,4,12,47,94.0
730,4,12,48,95.0
731,2,6,25,49.0
732,2,8,35,69.0
733,2,7,31,62.0
734,3,10,40,78.0
735,5,15,59,117.0
736,5,16,60,120.0
737,3,10,39,76.0
738,1,4,17,35.0
739,1,1,1,1.0
740,2,5,20,40.0
741,2,8,33,64.0
742,2,7,31,60.0
743,2,8,33,64.0
744,4,12,46,93.0
745,3,9,37,72.0
746,1,1,5,11.0
747,5,14,54,105.0
748,1,1,6,14.0
749,2,7,31,60.0
750,1,3,15,30.0
751,1,4,17,35.0
752,1,1,2,5.0
753,3,11,42,83.0
754,5,16,61,123.0
755,3,10,40,78.0
756,2,7,31,62.0
757,6,18,66,132.0
758,4,12,45,89.0
759,2,5,21,42.0
760,4,12,45,89.0
761,2,5,20,40.0
762,3,9,37,72.0
763,2,5,20,39.0
764,5,14,54,104.0
765,1,1,6,14.0
766,1,3,15,32.0
767,6,17,63,125.0
768,4,12,49,97.0
769,1,2,11,23.0
770,2,8,32,63.0
771,2,6,26,53.0
772,5,14,54,104.0
773,5,14,54,104.0
774,2,5,20,39.0
775,2,8,34,67.0
776,2,5,21,42.0
777,1,2,7,15.0
778,5,14,56,111.0
779,1,4,16,33.0
780,1,4,19,38.0
781,4,12,49,97.0
782,1,4,16,33.0
783,3,11,43,86.0
784,2,8,33,66.0
785,1,1,5,10.0
786,1,1,2,5.0
787,5,16,61,123.0
788,3,9,38,74.0
789,4,12,49,97.0
790,5,15,59,118.0
791,1,4,19,38.0
792,2,6,24,47.0
793,5,14,55,109.0
794,1,2,7,15.0
795,1,1,2,5.0
796,2,6,24,47.0
797,2,8,35,68.0
798,3,10,39,76.0
799,6,18,65,130.0
800,4,12,48,95.0
801,5,15,58,115.0
802,1,4,18,36.0
803,1,3,12,26.0
804,2,5,21,43.0
805,1,3,13,27.0
806,2,8,35,69.0
807,1,1,5,11.0
808,3,9,38,74.0
809,5,14,54,104.0
810,1,4,19,38.0
811,1,2,11,23.0
812,2,6,24,47.0
813,4,12,45,90.0
814,2,6,24,46.0
815,5,14,55,107.0
816,5,14,54,104.0
817,5,14,56,111.0
818,5,14,54,104.0
819,2,7,31,60.0
820,5,13,52,100.0
821,2,8,35,68.0
822,6,18,66,133.0
823,5,16,60,120.0
824,1,4,19,37.0
825,3,9,37,72.0
826,6,17,64,127.0
827,5,14,54,106.0
828,4,12,46,92.0
829,1,3,15,31.0
830,5,16,61,122.0
831,2,6,26,51.0
832,1,3,14,29.0
833,2,5,20,40.0
834,2,5,21,41.0
835,1,1,5,11.0
836,1,1,1,1.0
837,2,6,24,46.0
838,5,13,53,101.0
839,4,12,45,90.0
840,5,14,56,110.0
841,2,7,29,57.0
842,1,1,1,1.0
843,2,8,32,63.0
844,2,7,28,55.0
845,5,15,58,115.0
846,2,6,26,53.0
847,2,7,29,57.0
848,5,15,59,117.0
849,1,4,17,35.0
850,2,8,32,63.0
851,1,3,12,25.0
852,4,12,45,90.0
853,3,10,39,75.0
854,1,4,19,
855,6,18,65,130.0
856,4,12,46,91.0
857,1,2,8,17.0
858,6,17,64,128.0
859,5,14,55,108.0
860,1,3,12,25.0
861,3,11,44,88.0
862,1,3,14,29.0
863,2,8,32,63.0
864,5,15,57,114.0
865,2,6,25,49.0
866,3,10,41,81.0
867,3,11,42,84.0
868,5,14,54,105.0
869,5,15,59,118.0
870,3,11,43,86.0
871,2,8,32,63.0
872,5,14,54,104.0
873,2,6,25,49.0
874,3,9,36,71.0
875,1,1,1,1.0
876,5,16,61,123.0
877,2,7,31,62.0
878,1,3,15,32.0
879,1,3,14,29.0
880,2,6,25,49.0
881,1,3,15,30.0
882,1,2,9,19.0
883,1,2,8,18.0
884,1,1,1,1.0
885,3,10,40,78.0
886,5,15,58,115.0
887,5,15,57,113.0
888,5,15,57,114.0
889,2,8,32,63.0
890,6,18,66,132.0
891,6,17,64,129.0
892,1,1,4,8.0
893,2,7,28,55.0
894,5,13,53,103.0
895,6,18,65,131.0
896,1,3,15,32.0
897,1,1,5,10.0
898,5,14,56,110.0
899,5,16,62,124.0
900,3,11,44,87.0
901,2,7,28,55.0
902,1,3,15,32.0
903,4,12,46,93.0
904,1,1,4,8.0
905,2,8,33,65.0
906,2,7,29,57.0
907,2,8,34,67.0
908,3,9,37,72.0
909,2,6,27,54.0
910,2,8,34,67.0
911,2,6,26,51.0
912,4,12,49,97.0
913,4,12,46,92.0
914,1,1,4,8.0
915,1,4,17,35.0
916,4,12,49,96.0
917,3,11,44,88.0
918,3,10,40,78.0
919,1,3,15,32.0
920,5,16,60,120.0
921,2,6,24,46.0
922,2,7,28,55.0
923,1,1,3,7.0
924,3,9,38,74.0
925,1,1,3,7.0
926,3,11,43,85.0
927,5,15,57,112.0
928,6,17,63,125.0
929,1,4,18,36.0
930,1,3,14,29.0
931,3,10,41,82.0
932,1,1,1,2.0
933,6,17,64,129.0
934,2,6,24,47.0
935,1,1,5,11.0
936,6,18,65,130.0
937,5,16,60,119.0
938,1,2,9,20.0
939,1,1,2,5.0
940,1,4,19,37.0
941,2,6,26,53.0
942,5,13,51,99.0
943,3,11,43,86.0
944,5,14,55,
945,1,2,11,24.0
946,3,10,41,81.0
947,5,16,60,120.0
948,2,7,30,59.0
949,6,17,64,128.0
950,5,15,57,114.0
951,5,15,58,115.0
952,1,1,6,14.0
953,1,1,4,9.0
954,2,5,20,40.0
955,1,3,12,25.0
956,5,13,53,103.0
957,1,2,10,22.0
958,1,1,2,4.0
959,1,3,14,29.0
960,5,14,55,109.0
961,5,13,50,98.0
962,1,4,19,37.0
963,3,10,39,75.0
964,3,9,36,70.0
965,6,17,64,128.0
966,3,11,43,85.0
967,2,5,21,42.0
968,5,13,52,100.0
969,2,5,21,41.0
970,1,4,17,34.0
971,1,2,8,17.0
972,5,16,61,122.0
973,3,10,39,76.0
974,3,11,44,87.0
975,5,15,59,117.0
976,5,14,54,106.0
977,3,11,43,86.0
978,1,3,13,27.0
979,2,7,29,57.0
980,1,3,15,31.0
981,5,13,50,98.0
982,1,1,5,12.0
983,2,6,26,53.0
984,5,16,61,122.0
985,2,6,24,46.0
986,2,8,33,64.0
987,6,18,65,
988,2,6,27,54.0
989,5,14,55,107.0
990,2,6,26,
991,1,4,18,36.0
992,5,15,58,115.0
993,1,3,12,26.0
994,1,3,14,29.0
995,1,1,5,11.0
996,2,5,20,40.0
997,1,1,5,11.0
998,5,15,57,113.0
999,2,5,20,39.0
1000,2,6,27,54.0
1001,5,13,50,98.0
1002,2,7,28,55.0
1003,5,14,56,111.0
1004,2,8,35,69.0
1005,2,7,29,56.0
1006,1,4,16,33.0
1007,1,4,18,36.0
1008,3,10,41,81.0
1009,5,14,55,109.0
1010,3,9,38,73.0
1011,2,5,20,40.0
1012,1,2,8,17.0
1013,6,17,64,129.0
1014,2,7,31,61.0
1015,5,14,54,104.0
1016,2,5,21,42.0
1017,1,3,12,25.0
1018,2,5,20,39.0
1019,1,4,17,35.0
1020,6,18,65,131.0
1021,5,14,55,108.0
1022,5,13,53,102.0
1023,5,13,50,98.0
1024,1,1,5,12.0
1025,1,2,9,19.0
1026,5,13,53,101.0
1027,2,5,22,44.0
1028,2,6,25,49.0
1029,1,2,8,17.0
1030,3,9,38,74.0
1031,2,7,29,57.0
1032,2,7,28,55.0
1033,2,6,24,47.0
1034,1,1,5,12.0
1035,2,7,31,62.0
1036,3,10,41,80.0
1037,3,11,42,83.0
1038,1,1,4,8.0
1039,3,10,41,81.0
1040,5,15,59,118.0
1041,1,3,12,25.0
1042,4,12,45,89.0
1043,1,1,5,12.0
1044,2,7,30,59.0
1045,5,14,55,109.0
1046,1,3,12,26.0
1047,2,6,24,47.0
1048,1,3,15,32.0
1049,1,1,5,10.0
1050,1,2,8,16.0
1051,1,3,12,26.0
1052,3,11,43,86.0
1053,1,1,6,14.0
1054,3,10,40,79.0
1055,5,15,59,117.0
1056,1,1,3,7.0
1057,5,15,58,115.0
1058,3,9,37,72.0
1059,2,7,30,59.0
1060,3,10,41,82.0
1061,5,15,59,116.0
1062,5,13,53,103.0
1063,1,2,8,17.0
1064,1,1,6,14.0
1065,5,14,55,108.0
1066,2,5,23,45.0
1067,5,13,50,98.0
1068,6,18,65,131.0
1069,1,4,19,37.0
1070,5,14,55,108.0
1071,2,5,20,39.0
1072,1,2,7,15.0
1073,5,16,60,120.0
1074,1,1,2,4.0
1075,4,12,46,93.0
1076,1,2,8,16.0
1077,5,14,55,108.0
1078,6,17,63,126.0
1079,2,7,28,55.0
1080,1,4,17,
1081,1,1,6,13.0
1082,1,2,8,18.0
1083,4,12,49,96.0
1084,5,16,61,123.0
1085,2,5,20,39.0
1086,2,6,24,46.0
1087,1,3,14,29.0
1088,2,7,31,62.0
1089,1,2,8,16.0
1090,5,16,61,121.0
1091,1,1,5,10.0
1092,5,13,53,103.0
1093,3,11,42,84.0
1094,6,18,66,133.0
1095,2,8,33,65.0
1096,1,1,2,3.0
1097,5,16,60,120.0
1098,2,8,35,68.0
1099,1,4,19,37.0
1100,3,9,38,73.0
1101,2,6,25,49.0
1102,5,16,61,121.0
1103,3,11,44,88.0
1104,1,4,19,37.0
1105,2,7,31,61.0
1106,5,16,62,124.0
1107,2,5,20,39.0
1108,2,8,32,63.0
1109,2,6,24,46.0
1110,3,11,44,88.0
1111,1,1,5,11.0
1112,2,7,31,62.0
1113,3,10,40,77.0
1114,2,6,26,52.0
1115,1,1,2,4.0
1116,2,7,30,59.0
1117,3,9,37,72.0
1118,4,12,46,93.0
1119,2,8,32,63.0
1120,2,6,27,54.0
1121,5,15,59,117.0
1122,5,14,56,110.0
1123,3,9,38,74.0
1124,5,14,55,107.0
1125,2,7,29,57.0
1126,1,1,2,3.0
1127,5,16,60,120.0
1128,1,1,3,6.0
1129,1,1,2,5.0
1130,1,1,2,5.0
1131,2,6,27,54.0
1132,2,6,24,47.0
1133,1,1,4,9.0
1134,5,13,51,99.0
1135,1,2,9,20.0
1136,5,16,61,122.0
1137,2,7,31,61.0
1138,5,16,61,123.0
1139,3,10,41,82.0
1140,2,7,31,62.0
1141,1,1,2,3.0
1142,1,1,6,13.0
1143,5,16,60,120.0
1144,6,17,63,125.0
1145,4,12,45,89.0
1146,3,9,38,73.0
1147,2,8,35,68.0
1148,5,13,53,101.0
1149,5,13,50,98.0
1150,1,1,5,11.0
1151,5,14,54,105.0
1152,2,8,34,67.0
